Top queries,Clicks,Impressions,CTR,Position
"read the text.as residents of riverside, we should all think about where we 
shop and what happens to our money after it hits the cash register. when we 
shop and eat at local businesses, we invest positively in our own 
community.studies show that almost seventy percent of money spent at a 
local business stays local, compared to about thirty percent spent at a 
national chain. local businesses will more likely use community businesses 
themselves: banks, services, local crafts, and farms. it is a kind of 
domino effect.in addition, buying items made locally means we are getting 
something unique. eating at a locally owned restaurant means our neighbor 
planned the menu. you can't discount that one-of-a-kind feeling!which 
author's purpose is suggested by the text?",0,13,0%,10.38
"select the best transition words or phrases in the text below. similar to 
how similar to how because after though it is over 70 years old, the board 
game monopoly is still one of the most popular on the market. for example, 
for example, as a result, nevertheless, in fact, many would argue that the 
game has gotten more popular over time.",0,13,0%,10.38
"harry recently raised his employees' wages, which has increased production 
costs. which factor did the salary hike affect?",0,13,0%,10.46
joyce vance salary msnbc,0,13,0%,10.46
"type your response in the box. read these scenarios about two different 
countries. think about the change in the countries’ resources as you read 
about their situations. scenario 1 country a has a high population but is 
short of land suited for agriculture. realizing that its military is much 
stronger than that of a weaker neighboring country, country a declares war 
on its neighbor and wins. as a result, country a takes over a portion of 
its neighboring country that is rich with fertile farmland. scenario 2 
country b has a relatively low population and a low level of manufacturing, 
but it has large regions of land that are good for agriculture. country b 
is a major exporter of agricultural goods. unfortunately, an earthquake and 
subsequent tsunami devastate the country with massive flooding and loss of 
life. what is the impact of these two scenarios on the resources of 
countries a and b?",0,13,0%,10.62
"sam is creating a computer model to present to his classmates so they can 
compare the properties of each layer of earth. he is not sure what the 
difference is between the inner core and outer core. read each word or 
phrase that describes the inner and outer core of earth. drag each item 
into the correct box. solid liquid hottest layer under the most pressure 
causes the magnetic field inner core outer core",0,13,0%,10.69
"using the sign for “finished” when asking your partner if she is done 
eating is an example of modeling. a. true b. false",0,13,0%,10.85
"which detail is the strongest evidence that jacqueline loved being creative 
from a young age? she already knew what career she wanted. she got into 
trouble for writing on buildings. she wrote on everything she could find. 
she enjoyed holding maps in different ways.",0,13,0%,11.08
"path helps participants align their purpose and take steps toward a hopeful 
future. a. true b. false",0,13,0%,11.46
"in a group discussion, the moderator takes turns listening and speaking. 
leads participants through the agenda. shares his/her views and evidence. 
follows the participants’ directions.",0,13,0%,11.54
"a blank______ is a representative who acts in response to what their 
constituencies say they want, no matter their own personal opinion. 
multiple choice question. delegate trustee",0,13,0%,11.69
"read these scenarios about two different countries. think about the change 
in the countries’ resources as you read about their situations. scenario 1 
country a has a high population but is short of land suited for 
agriculture. realizing that its military is much stronger than that of a 
weaker neighboring country, country a declares war on its neighbor and 
wins. as a result, country a takes over a portion of its neighboring 
country that is rich with fertile farmland. scenario 2 country b has a 
relatively low population and a low level of manufacturing, but it has 
large regions of land that are good for agriculture. country b is a major 
exporter of agricultural goods. unfortunately, an earthquake and subsequent 
tsunami devastate the country with massive flooding and loss of life. what 
is the impact of these two scenarios on the resources of countries a and b?",0,13,0%,11.77
"why would a merchant join a guild? to make trade deals and to protect goods 
in transport. to make sure they were the only one to sell a certain good. 
to agree upon the best way to cause inflation. to create a small army that 
would protect trade routes.",0,13,0%,11.85
"him professionals do not need to be aware of the cultural differences that 
may impact fellow co-workers and patients. a. true b. false",0,13,0%,11.92
